title,text,url,author,doc_id
Explained: How Chelsea are affected by Abramovich sanctions,"Roman Abramovich has been sanctioned by the United Kingdom Government, which will freeze his overseas assets, including Chelsea Football Club. On March 10, it was announced that Chelsea owner Abramovich, alongside six other high net-worth Russians, would be issued with an asset freeze and travel ban. Chelsea are now in an unprecedented period of uncertainty as the running of the club becomes directly linked to geopolitics.  Chelsea can still be sold provided the sale does not benefit Abramovich or the Russian Federation, and the club are in discussions with the government about next steps.  A statement from the UK government reads: ""While the current licence does not permit the sale of the club at this time, the Government is open to a sale of the club and would consider an application for a new licence to allow for a sale. ""Proceeds from any sale could not go to the sanctioned individual while he is subject to sanctions."" At least 20 buyers had been previously ready to purchase Chelsea. Chelsea can continue to play matches under a special 'Russia Regulations' licence which also allows their 1,400 staff - including players - to be paid. The upcoming Thursday evening kick-off against Norwich in the Premier League will go ahead, but only season ticket holders will be allowed to attend home games with further ticket sales barred. The Blues are not allowed to sign any new players due to the terms of their licence. It effectively places another transfer ban on the European and world champions, with the club having already endured one just three years ago. Although Chelsea are banned from making transfers, they can move money in and out of other clubs for outstanding payments related to deals done before the sanctions were imposed on March 10.  Read more about how it will affect Chelsea's transfer plans Chelsea cannot continue their efforts to renew the contracts of their players, with expiring deals like Antonio Rudiger, Cesar Azpilicueta and Andreas Christensen having been previously high on their agenda. Their deals run out in the summer, as do the contracts of several talented youth players, including Xavier Simons. It could force the club to hold onto all players currently under contract, due to their inability to bring players in, should the issue not be resolved in the near future. Chelsea's main shirt sponsor, 3, is known to be reviewing its deal with Chelsea.  “Sanctions placed on Chelsea owner Roman Abramovich by the UK Government casts a shadow over Chelsea’s many commercial agreements, including its $52.5 million (£40m) front-of-shirt deal with Telecom’s brand 3, and its $72m (£55m) kit deal with Nike,” says Conrad Wiacek, Head of Sport Analysis at GloblalData, a leading data and analytics company.  “While Chelsea has a sporting licence to continue trading as a soccer club, many brands will be wary of guilt by association.  “Chelsea FC is still one of the biggest clubs in the world and its on-field success still makes it an attractive commercial partner. However, given the rate at which many brands are looking to dissociate themselves from the Russian state, some may be wary of continuing partnerships.  “Nike’s deal with Chelsea runs until 2032, so the apparel brand may decide to wait the situation out until the club’s sale is able to continue. However, brands such as Hyundai and Hublot, which have deals worth over $20m (£15m) combined expiring at the end of 2021-22 season, may not have that luxury.” Chelsea will be allowed to spend some money on staging matches at Stamford Bridge and in travelling to away matches. A spending limit of just £20,000, however, applies to travel to away games, and could cause issues with preparations for Champions League fixtures in particular. The club will also  have to prove that such costs are 'reasonable costs'. Chelsea are also barred from receiving any revenue from merchandising sales, but will be allowed to take revenue from broadcasting matches. Abramovich is said to be worth £9 billion ($12bn) and valued Chelsea at £3bn ($4bn) during his negotiations to sell the club.  It is currently unclear if or when the sanctions will be lifted. It relates directly to Russian President Vladimir Putin's activity and the invasion of Ukraine. Sanctions will be reviewed in May, but there are further risks of a nine-point deduction should Chelsea go into administration.  In the statement released by the UK Government, it describes Abramovich as a ""pro-Kremlin oligarch who has been involved in destabilising Ukraine."" He is further described as having a ""close relationship with Putin"" and providing steel for tanks in Russia's offensive. Prime Minister Boris Johnson stated in his government's release: ""There can be no safe havens for those who have supported Putin’s vicious assault on Ukraine. ""Today’s sanctions are the latest step in the UK’s unwavering support for the Ukrainian people. We will be ruthless in pursuing those who enable the killing of civilians, destruction of hospitals and illegal occupation of sovereign allies.""",https://www.goal.com/en/news/explained-how-chelsea-affected-abramovich-sanctions/bltde22a5b972876413,Nizaar Kinsella,622961eb-5915-4d29-b470-ee727e69d0b2
Would you wear these in Sunday League? Adidas unveils limited edition Predator boots emblazoned with Swarovski crystal design,"As ever, Adidas have been brave and bold in their work, as they launch new limited edition Predator boots, adorned with Swarovski’s famous crystal detail. The Adidas x Swarovski Predator Edge Crystal boots have a unique design, combining an abstract look which resembles camouflage embroidered with shiny crystal stripes and a metallic style sole plate. Borussia Dortmund midfielder, Jude Bellingham, was the player chosen to debut the limited edition football boots, wearing them for the first time in a league game against rivals RB Leipzig in April. Shine bright, stand out, play the occasion. ​Introducing the limited-collection Predator Edge boots adorned with @swarovski crystals. pic.twitter.com/xj5H9nkEbw Country Predator Edge Crystal Predator Edge Crystal + UK £280 £300 U.S. $330 $350 The limited edition football boots come in two forms: the standard version, which cost £280 in the UK, and the crystal version, which come at a price of £300.  In the U.S., the standard version of the boots will set you back $330 and the 'plus' version cost $350. Both of sets of boots can be purchased directly on the Adidas website. 💬  Could you see yourself playing ball in these ornate boots? What do you think? Let us know in the comments! 👇 ",https://www.goal.com/en/news/adidas-limited-edition-predator-boots-swarovski-crystals/blt974dad2b23c22b24,Nick Khairi,3f624ce5-e667-45f4-8ec4-d4dffa2a729f
"Chelsea owner Abramovich 'terrified of sanctions & is selling London properties', claims Labour MP Chris Bryant","Roman Abramovich is ""terrified"" of facing sanctions from the British government over the Russian invasion of Ukraine, claims Labour MP Chris Bryant, who suggests that the Chelsea owner is currently selling off his properties around London. The Blues supremo, a frequently linked ally of Russian President Vladimir Putin, has come under increasing pressure over the past week following Moscow's attack upon their neighbouring Eastern European nation. The 55-year-old has already issued a statement indicating the transition of responsibilities at Chelsea to other members of the club, but now opposition MP Bryant has suggested that he is attempting to evade potential sanctions, while criticising the government for their failure to act faster. ""The government has said that it wants, quite rightly, to sanction DUMA members, and it wants to sanction members of the Russian Federation council, but has not been able to do so yet,"" Bryant addressed the House of Commons during a session on Tuesday. ""Alisher Usmanov has already been sanctioned by the EU, but not yet by the UK, but I suspect that he will be pretty soon on a UK list, and Everton should certainly be cutting ties with him already. ""Roman Abramovich, well, I think he's terrified of being sanctioned which is why he is already going to sell his home tomorrow and sell another flat as well. My anxiety is that we're taking too long about these things. The Government is taking too long to introduce sanctions. pic.twitter.com/f9yugGVAnB ""Now, I have a suggestion on what might help. I fear that the government is frightened of letters, lawyers' letters from all these oligarchs' friends. One way to circumvent that is if ministers just read them to the record, in a proceeding in Parliament all the sanction criteria, and then they'd be protected."" As one of the most high-profile Russian figures on British shores, Abramovich could face any number of the sweeping - though not all-inclusive - sanctions laid out by the Conservative Govenment under Prime Minister Boris Johnson. Asset freezes have already been ordered on a number of individuals, as well as major Russian banks, while potential deposits by those foreign nationals will be capped, as the Ukraine-Russia crisis continues to unfold. Such sanctions could prove difficult for Abramovich to avoid, but could also spell trouble for Chelsea's own financial situation too. While their owner remains mired in the fallout of last month's invasion, Chelsea will look to bounce back from the heartbreak of Sunday's Carabao Cup final loss to Liverpool in the FA Cup this week. The incumbent Champions League and Club World Cup holders face Championship outfit Luton Town for a place in the quarter-finals. After that, they will return their attention to both the Premier League, with a game against relegation-threatened Burnley at the weekend.",https://www.goal.com/en/news/chelsea-owner-abramovich-terrified-of-sanctions-and-is/blt65b817648df68ca2,Andrew Steel,e08773d8-6a7e-4a0a-8746-ed8677f4d1fc
Everything we've got on our radar this week: The adidas Predator Mania boots and unmissable collabs,"Here at GOAL, our team of writers, editors and creatives see a flurry of new product launches, re-releases and amazing items drop weekly. From unmissable collaborations to re-stocks of cult favourites, we think these products are simply too good not to shout about. So, we're bringing you a weekly round-up of the very best new items we think you need in your life. Our shopping expertise and knowledge of what our readers love, make us the perfect source for everything you need on your radar. If you're looking for an insight into our shopping baskets and wishlists, you've got it. This week we've got everything from a Rene Pierre Elles Football Table to a Liam Gallagher x adidas collaboration... Marking 20 years since Zidane's iconic game-winning volley in the 2002 Champions League final, adidas has revisited the boots that Zidane wore at the time. The new special release sees the boot return in the classic Predator colourway of red, black, and white. The original features extend to the detailing on the tongue and forefoot. Only 2002 pairs will be released, so get them while you can.  Get them from adidas for £300.00 Play your way through over 30 activities designed to delight any football-mad 7+ year-old. Just like the Beautiful Game, the Football Fantastic Activity Book has something for everyone, whether you like art, puzzles, words, or are simply sports-crazy! Get it from Amazon for £6.99 Liam Gallagher and adidas Spezial join forces once again, this time on a new silhouette - the LG II shoes. Taking inspiration from the archives of squash shoes and indoor footwear, the collaboration takes its form in a clean white and grey colourway with Liam Gallagher graphics. Bookmark the tab for their release on Friday, July 22 at 9am.  Get them from adidas Confirmed for £110.00 After debuting their home kit at the start of July, Venezia has returned with the away shirt for the 2022-23 season. The long sleeve home shirt sold out in under 24 hours, so you’ll want to grab this one quick if you’ve been eyeing it up.  Get it from Venezia FC for €110.00 With the Euros in full swing, it feels like women's football is finally getting the coverage and respect it's long deserved. Joining the trend of recognising the talents of women in football is the iconic foosball manufacturer Rene Pierre Elles. They have released the first ever - wild, right? – foosball table to exclusively feature women players. Get it from Liberty Games for £1,495.00 The adidas Gazelle refuses to go out of fashion. Now it's time for the Gazelle Indoor trainers from 1979 to get their revival. Available in three brand new colourways (black, blue, and red), these timeless trainers will still look stylish 40 years from now.  Get them from adidas for £120.00   Celebrating the Rolling Stones SIXTY tour 2022 and Footpatrol’s 20th anniversary, the two collaborate on a capsule collection inspired by the band’s legacy in Rock and Roll. Featuring memorable logos and graphics, the Access Tee is a must for any Stones fan.  Get it from Footpatrol for £45.00 Made in collaboration with Highsnobiety’s Not In Paris, Coca-Cola and Disneyland Paris, the trios latest ‘Classic Paris’ capsule celebrates the 30th anniversary of the entertainment resort. The most exciting part of the collaboration… a free day pass to the Parisian theme park with every purchase, including caps, crewnecks and t-shirts.  Get it from Highsnobiety for £45.00 Take full advantage of the current headwave with a brand new pair of swim shorts. LA’s street label Palm Angels, collaborate with French swimwear label Vilebrequin, to create a collection of poolside staples - and this Hawaiian print pair promise to make a statement. Get them from END. Clothing for £279.00 In celebration of the Women’s Euros and three women who are working to change the footballing landscape, SLUDGE and Art Of Football have collaborated on an amazing football shirt. The peachy-orange jersey, with maroon accents was designed by Ayesha Brown, the founder and director of Offside Outlet. This is a must for those who want to add to their unique football shirt collection.  Get it from Art of Football for £50.00",https://www.goal.com/en/news/weekly-team-picks-29/blt0b860a7152cb3b15,GOAL,d37ab953-89dd-416a-a610-58bad202258c
Mwepu prays for injury-free season with Brighton & Hove Albion in Premier League,"Zambia international Enock Mwepu is hoping to head into the new Premier League season with Brighton & Hove Albion without injuries. The 24-year-old Chipolopolo captain moved to the Seagulls from Austrian club RB Salzburg at the start of the new season but it has been a testing debut season as he has twice suffered injuries that have kept him out of several matches. With two matches left this season for Brighton - against Leeds United and West Ham United - Mwepu has already been ruled out of the season after picking a groin injury in the team’s 3-0 defeat against Manchester City on April 20. “It’s not easy to come to a new country, with a new language and the weather is not so good,” Mwepu told BBC Radio Sussex as quoted by BBC Sports Africa. “My family have always been supporting me so I am really grateful to them.  ""The fans have made it even easier with the support they have given me this season. They have been phenomenal and I have so much I owe them. “I can only pray that next season I am fit to be consistent the whole season. You never know what I can achieve. I want to be an important player for the team so that is my goal.” Mwepu, who managed 17 appearances, scored two goals, and chipped in with five assists, has also explained his relationship with Brighton manager Graham Potter. “Graham [Potter] has been a good gaffer for me,” Mwepu continued. “He is always telling me what I did in a game, what I need to improve, and how important I am in the team. That means a lot to me. “He is like a father and a teacher for me. I have learnt so many things this season. I am trying to work on my physicality and speed as the tempo and quality of players is quite high in the Premier League.” On Monday, Mwepu’s goal against Liverpool in the 2-2 draw at Anfield was voted the Goal of the Season by Brighton fans and the attacker has moved to thank the fans for the gesture. “I have seen incredible goals all season from the guys,” added Mwepu. “Thanks to everyone who voted. It is a goal which will always be special to me and it is my highlight of the season.” It was against Arsenal on April 9 when Mwepu scored his second goal in the 2-1 victory at Emirates Stadium. Last season, Mwepu played 29 Bundesliga games for Salzburg, scoring five goals and providing one assist.",https://www.goal.com/en/news/mwepu-prays-for-injury-free-season-with-brighton-and-hove-albion-/blt12a9fec0320b8787,Dennis Mabuka,220220af-05c0-44a4-a723-5559376a3fa4
'We know how good we are' - Will Sweden end England's Women's Euros hopes?,"Magdalena Eriksson, the Sweden defender and Chelsea captain, was speaking to the press about her nation’s Women’s Euro semi-final opponent, England. Next to her was Kosovare Asllani – the team’s No.9 by shirt, but No.10 by nature. “They’ve looked stable and worked well defensively,” Eriksson said before glancing at her team-mate with a smile. “But maybe Kosovare can open it up a little bit. You never know.” Before all the talk of ‘It’s coming home’, Sweden was the nation tipped by many to win this Euros. Last summer, they were outstanding at the Olympics Games, losing only on penalties in the final. In 2019, they reached the last four of the World Cup, eliminated in extra-time before beating England to third place. After constant improvement through each experience, they occupied a large amount of the pre-tournament talk – and rightly so. This is a balanced, consistent and well-coached team. It has all the ingredients to win the title. “We know how good we are,” Fridolina Rolfo, the Barcelona star, said when asked by GOAL about that hype. “We know what it feels like to lose games and we know we don't want to have that feeling again. But also, we are even better now. “We have a really good defence. We have many fast players, so we can use counterattacks to score goals. We are strong on set-pieces, too.  ""Maybe we have more technical players now [compared to last summer] – skilful, with fast movement. I think perhaps that is something we have added to the squad.” They are yet to set the Euros alight but got better with each game in the group stages, sealing top spot ahead of the reigning champions, the Netherlands, with a 5-0 win over Portugal. That set-up a quarter-final tie with Belgium that many expected them to cruise through, but their opponents were tough and while England fans watching the eventual 1-0 win may have concluded there was nothing for the Lionesses to worry about, there was important context to note. In the build-up to the game, Sweden lost Hanna Glas and Emma Kullberg to Covid-19, with Jonna Andersson another confirmed case on the day. The former and the latter are their two first-choice full-backs and their absences were felt massively, with the team struggling for joy out wide. It was Linda Sembrant’s stoppage-time winner that secured passage to the semi-finals. The 35-year-old only played nine league games all season due to injury, but she came up big on her first start of the summer. “Holding a clean sheet with a newly-composed backline, with players who haven’t played a lot in this tournament, who haven’t had the best way to prepare, like Linda who has been injured – I’m really, really impressed with how those players stepped up,” Eriksson said after. It summed up a real strength of Sweden's – depth.  It was on show in the group stages, too, particularly when Hanna Bennison, the 19-year-old named GOAL’s NXGN winner last year, came off the bench to score a late winner against Switzerland that would help secure first place. It was her first international goal. #NXGN 2021 winner Hanna Bennison with a stunning winner for Sweden at #EURO2022 https://t.co/3jsg9Nrsck That squad strength has been needed with the Covid cases and an injury to captain Caroline Seger, who holds things together in midfield. In addition, star striker Stina Blackstenius started the tournament with a knock. The unity of the group is important in that sense, too. “[We’re] a team that will do everything [we] can to win a game,” Eriksson added. “We never give up, we always fight, we run for each other, we work really, really hard.” Sweden will be facing a stronger team than Belgium this time, but the general consensus among the players is that it will be a game that suits them more. While their quarter-final opponents sat deep and defended in a block, England will want to dominate. “It will be a totally different game. I think they will attack and be more offensive and I think that's good for us,” Johanna Rytting Kaneryd, the winger who has formed a potent partnership on the right with Glas, who will return for the semi-final, told GOAL. Gerhardsson has options with pace, quick feet and good decision-making. He also has one of the stand-out playmakers on the planet, in Asllani, who has been one of the best players in England this summer. They will have to defend more and nullify the incredibly dangerous and talented players the hosts have, too, but, as Rolfo says, that’s one thing this team excels at. They also have the ability to press high, which England did not enjoy against Austria in their opening fixture. ""Stina Blackstenius is one of our best defenders,” Gerhardsson explained. “She’s tactically very clever and works very hard. I have clips from the Olympics where she chases four or five players and wins the ball. “Kosovare Asllani is also one of our best. She has such good awareness of the game play. She’s incredibly good in the defensive work. They’re very good in a high press."" ‘Even against England?’ one journalist asked. ""Even against the United States in the Olympics,” Gerhardsson responded. “Even against England in the World Cup in 2019."" After coming so close to glory in recent years, Sweden are hungry. There has been so much talk about them, but on Tuesday, the pressure will be off.  It’ll all move onto the team on the other side of the pitch, who will be buoyed by a vocal home crowd – but an expectant one. England know they’ve been good. They know they have what it takes to finally turn a major tournament semi-final – their fourth in a row – into a final. But their opponent is certainly capable of stopping them. “We want to win the tournament,” said Rolfo. “But we know we have to work.”",https://www.goal.com/en/news/women-euros-sweden-england-semi-final/bltae7d25f645c9ac5e,Ameé Ruszkai,41e3ae1e-c8ea-4e6e-896c-f8b73ab1cda8
'Tuchel opened my eyes' - Mainz boss Svensson praises Chelsea manager's influence,"Mainz coach Bo Svensson has explained how Thomas Tuchel influenced his career and said the Chelsea boss proved to be his inspiration to get into management. Tuchel managed Mainz from 2009 to 2014, with Svensson featuring for the club for the entirety of the German coach's tenure. Svensson took over as coach of his former club in 2021, leading them to a surprising eighth-place finish in the Bundesliga last season, as he now looks to do what Tuchel did before him by establishing Mainz as a regular in the top half of the table. ""It was a defining period for me as a coach, for my coaching career,"" Svensson said of the five years he spent under Tuchel. ""They were also defining years for me as a person because Thomas was just a different coach than everyone that I had before. He just saw the game in a different way. ""He trained in a different way and his whole approach was very ambitious but also just very innovative and that opened my eyes to a lot of things. ""Of course, he was the guy who opened my eyes and got me interested in the whole coaching thing, so that's a lot of inspiration."" Despite their similar paths that saw them both coach at the youth level before taking over Mainz, Svensson says he prefers not to compare himself with his former mentor, who has accomplished so much more as a coach. ""I think everybody who meets inspirational people in their life, they will take something from them and I've done the same,"" he said. ""Maybe you can take something from examples like training exercises or ways to approach a game or something.  ""Of course, I've been influenced by that but I think it was also that's why it was also important for me to go through the whole youth academy and having these youth themes because you when you go as a player into the coaching role, you have no idea what it's actually about. ""I've taken a lot from Thomas but I think I've I've also justified along the way, or am still defining, how I want to be and what matters for me, without looking to how Thomas maybe would have found the solution or anything."" Tuchel is not the only coach to have made his name at Mainz, as Jurgen Klopp built his reputation at the club before joining Borussia Dortmund. Jan Siewert, Mainz's academy director, followed Klopp and Tuchel's path from Dortmund's reserves to the big time, eventually taking over from David Wagner for an ill-fated stint at Huddersfield. Siewert, like all German coaches, was compared to Tuchel and Klopp, and he says that the comparisons are welcome. ""If it was a burden, it depends on each personality,"" he said. ""The question is how you deal with the burdens.  ""I think it makes us all more proud having such exceptional coaches in the best league of the world and as well winning in the Champions League or other titles."" After overachieving last season, Mainz are looking at the possibility of losing some key players. Chief among them is captain Moussa Niakhate, who has drawn interest from several Premier League clubs as he enters the final year of his deal. For a club like Mainz, losing players is just a fact of life, and their coach says they're prepared for when and if bigger clubs come in to snatch their stars. ""That's the downside of performing and performing well,"" Svensson said. ""We know that we have clubs that have more money than us and will look at players that were doing well at Mainz because that's just natural.  ""That's where we are in the food chain, so what we can do about it is we can prepare ourselves as well as possible, keep an eye out on players who could be interesting to replace Moussa or replace some of the other players just to strengthen our own team and be as well as prepared as we as we possibly can.  ""It's too bad that we cannot go on and just with the same players year after year, but we're not the only team who have this challenge and it's also the normal way of things that you have to be able to adjust and think ahead so we've been well prepared for things that would happen this summer.  ""In the football world things are unpredictable, So sometimes you just have to accept things, sometimes some things you can plan for, and other things you have to be flexible and accept that you are where you are.""",https://www.goal.com/en/news/tuchel-mainz-boss-svensson-chelsea-influence/blt1053802143dceff1,Ryan Tolmich,6092e525-7a87-4241-81f6-2c5d89d2fa1e
Haaland tipped to tear ‘great’ Premier League defenders apart after £51m Man City transfer as Flo sounds warning,"Erling Haaland is ready to tear “a lot of great defenders in England” apart, claims fellow countryman Tore Andre Flo, with Manchester City expected to enjoy an immediate return on a £51 million ($61m) investment in a “perfect fit” for their system. Pep Guardiola has often fielded sides without a central striker during his reign at the Etihad Stadium, but another prolific No.9 has been added to his ranks ahead of the 2022-23 campaign. Haaland’s arrival appears to have made the Premier League champions even stronger, on the back of four title triumphs in the space of five years, and Flo believes a highly-rated 21-year-old will have opponents running scared in the English top-flight. Former Chelsea frontman Flo, who won 76 caps for Norway in his playing days, has told The Sun of the impact Haaland can make with City: “No matter how big the game or how much pressure, he has coped. “There are a lot of great defenders in England — but even they will find it very hard to stop him.” Erling Haaland will wear number 9 for Manchester City 🔵 pic.twitter.com/5jshJM9IUx He added: “When people talk of having a striker’s instinct, that’s one thing, but to combine it with his quality is not something you see very often. “Of course there will be a lot of pressure on him at City — but don’t forget he will be playing with a lot more quality around him as well. It just seems to be the perfect fit for both. “With the type of players he’ll be playing with and the way he scores his goals, they just really look made for each other. “City put a lot of low balls to the far post and, if you’re a natural goalscorer, that’s what you dream of. He will get on the end of so many of them. “He’s so sharp at getting in front of defenders, first to so many crosses. High or low, he doesn’t care, he just gets on the end of them and usually scores — he really strikes the ball so cleanly.” Guardiola is going to have to tinker with his tactical plans slightly in order to incorporate Haaland, but manager and player are considered to be wise enough to make a potentially devastating partnership work. A highly-rated forward has endured his fair share of injury problems in recent times, but the hope is that those have been left in the past while a timely break from domestic action will be enjoyed when the World Cup finals – without Norway being involved – are taken in between November 21 and December 18. Flo sees benefits to that, adding: “Missing out on the finals is obviously a massive disappointment to Erling, but that could be a huge advantage to City. “It gives him an extra month or so to get to know his new club and to work with boss Pep Guardiola. And, of course, to be fitter and fresher than coming back from a very intense tournament.”",https://www.goal.com/en/news/haaland-tear-great-premier-league-defenders-apart-51m-man/blt20ccc5e153c6bfd5,Chris Burton,176704a4-dde0-473c-9be2-2747750930b4
Liverpool's Fabinho: Luis Diaz didn't believe I would take a Panenka against Chelsea,"Fabinho has revealed how a conversation with Luis Diaz led to his ‘Panenka’ penalty during Liverpool’s Carabao Cup final win over Chelsea. The Brazilian was the coolest man inside Wembley as the Reds’ held their nerve to win a marathon shootout last month. Fabinho stepped up second, and clipped his spot-kick right down the middle, as Kepa Arrizabalaga, the Chelsea goalkeeper, dived to his right. Speaking at a press conference ahead of Liverpool’s Champions League last-16 second-leg clash with Inter Milan, Fabinho was asked about his ‘Panenka’, and where the inspiration for it had come from. He told reporters: “The day before, I tried to do a Panenka. It was just me and Luis Diaz, with no goalkeeper in the goal. “I told him ‘tomorrow if it goes to pens, I will shoot it like this’. He didn’t believe me! But when I was walking to the box to take the penalty, it was in my mind to shoot a Panenka. It worked!” He added: “When you shoot a penalty like this, you know that if you miss, when you come back to the dressing room everyone will kill you.  “But it was in my mind that I would take it like this, and that I could do it.” Fabinho went on to discuss the impact made by Diaz since his January move from Porto. He said: “Really impressive. He’s been here one month, and he’s playing at a really high level. “In the final against Chelsea he was really important, for me he was one of the best players, and that was only his third game with us I think [it was his sixth, and his fourth start]. “It’s not always easy to play at such a high level when you change country, change league. He was not used to the intensity of England, but he looks like he was playing here a long time. He is playing really good, really impressive.""",https://www.goal.com/en/news/liverpool-s-fabinho-luis-diaz-didn-t-believe-i-would-take-a/blt8290c34982334888,Neil Jones,4fef8eb6-0444-443e-8106-2e8f97a5f128
Robertson fires 'scary' warning to Premier League rivals as he says Luis Diaz 'will get better',"Andy Robertson has warned Liverpool's Premier League and European rivals that a ""scary"" Luis Diaz will only ""get better"" with a full pre-season at the club, after his match-winning performance booked the Reds a third Champions League final in the space of five seasons. The Colombian was introduced at half-time in Tuesday's second leg against Villarreal, with Jurgen Klopp's visitors trailing 2-0 on the night and tying 2-2 on aggregate, to produce a sublime performance that steered his team to a 3-2 comeback victory against the Yellow Submarine. It is the latest superb turn from the winger, who has already won silverware with Carabao Cup success following his arrival in January and, after helping Liverpool to a first Champions League final since they beat Tottenham in 2019, his team-mate thinks he will only improve. ""He has been special,"" Robertson stated. ""We've tried to help him as much as we can, all the players. We know how difficult it is coming in in January. The coaches and everyone else have got him up to speed but he is a special, special player. The talent he has and the will to win - he just fits us perfectly. ""It was tough to take Jota off, I think he has been excellent this season, but Luis came on and made a big, big difference. He played on the left, started pushing them back, dribbling the ball and everything. A really good half from him. ""He's been special since he came in and it's been a pleasure to play with him. Hopefully he will only get better. With a full pre-season under his belt I believe he will get better, which is scary, but what he has produced in the here and now is pretty special as well."" Liverpool now await the confirmation of their opponent for their clash in Paris, with either a 2018 final rematch against Real Madrid or an all-English affair with Premier League rivals Manchester City looming on the horizon for the Reds. Robertson, however, was untroubled on whether it would be Pep Guardiola's side or Carlo Ancelotti's La Liga champions joining them, but pointed to their success against Spurs three years ago, adding: ""Time will tell. We won it in an all-English final. I think the English finals are always tough, you play them enough in a season. ""City are an incredible team and are in pole position; we will watch and Real Madrid will try to have a say in it. We can watch that game knowing we have done our job, knowing we are through and can look forward to the final whoever we play. Both of them will fight it out tonight.""",https://www.goal.com/en/news/robertson-scary-warning-premier-league-rivals-luis-diaz/blt6ab813f8e535706a,Andrew Steel,8367b247-750b-4441-ab46-7f4933550724
