title,text,url,author,doc_id
PUMA collaborate with Liberty London for Euro 2022 kits,"Puma has designed bespoke national kits and football boots in an exciting collaboration with Liberty London. The home kits of Italy, Iceland, Austria, and Switzerland will all feature the luxury brand's  quintessential floral design incorporated into the shirts in unique ways. Founded in 1875, Liberty began as a department store selling luxurious fabrics and prints from across the world. In the years since, they've become known for their own designs, including collaborations with Vivienne Westwood, Yves Saint Laurent, Fred Perry and more. In addition to the national team kits, Puma has worked with Liberty to create a special edition of the FUTURE 1.4 and ULTRA ULTIMATE football boots. They are designed to have women-specific fits with customised logos with fresh colourways. The collection will also include the ULTRA GRIP 1 HYBRID LIBERTY goalkeeper gloves, which will be worn by keepers during the tournament. Marco Mueller, the senior head of the product of team for sports apparel, said that making products specifically tailored for women's bodies was at the centre of the process: ""Along with the custom kits, all PUMA athletes will wear special edition FUTURE and ULTRA LIBERTY football boots in women's specific fits. This will also mark the first FUTURE women's specific fit, with this summer's tournament being the perfect place to debut."" The national kits, football boots, and goalkeeper gloves from the PUMA X Liberty collaboration are now available to buy now from PUMA. ",https://www.goal.com/en/news/puma-liberty-london-euro-2022-kits/blt8f8ec79707245750,Renuka Odedra,05ddc66f-f4c0-4571-9d58-5bda121711e7
Watch: Pogba gifts his shirt to young Man Utd fan after 2-0 win over Brighton,A young Manchester United supporter will never forget their trip to Old Trafford to watch the Red Devils' 2-0 win over Brighton after Paul Pogba gifted his match-worn shirt to the fan. Ralf Rangnick's side lifted some of the gloom after a recent run of poor results as goals from Cristiano Ronaldo and Bruno Fernandes secured the victory over the Seagulls to move the hosts into the top four. Day made for this young Man Utd fan ✅@paulpogba is a lovely guy! ❤️️pic.twitter.com/IkG2geWca1,https://www.goal.com/en/news/watch-pogba-gifts-shirt-young-man-utd-fan2-0-win-brighton/blt06a3b81572c861fd,Stephen Darwin,032b8efc-ea2e-4283-8cfc-cb8d77509aea
Rutten rejects offer to be Ten Hag's Man Utd assistant as he's 'uncomfortable' with the project,"Fred Rutten says he turned down the chance to become one of Erik ten Hag’s assistants at Manchester United as he felt ""uncomfortable"" about the project. Ten Hag has begun the process of building his backroom team after it was confirmed he will leave Ajax for the Red Devils this summer. Rutten, however, will not be among them as he would rather stay closer to his family in the Netherlands. Rutten, 59, is a vastly experienced coach having managed the likes of Twente, Schalke, PSV and Feyenoord over the last two decades. His assistant at PSV between 2009 and 2012 was Ten Hag, who has since gone on to establish himself as an elite manager in his own right. The 52-year-old was keen for a reunion with Rutten at Old Trafford, this time with the roles reversed, but Rutten was not interested in the move to England, instead revealing that he could return to PSV as assistant to new boss Ruud van Nistelrooy instead. “Erik ten Hag has asked me to be his assistant at Manchester United, I said no,” Rutten told ESPN. “Everyone makes his own choices in life. I have a family, I have grandchildren that I want to see. This type of project, I felt uncomfortable with it. “At Manchester United you get on a train and you can’t get off it. I want to feel comfortable in something you step into. That is the case with PSV. It’s nice when you have grandchildren, who you see every now and then and who you can play ball with.”",https://www.goal.com/en/news/rutten-rejects-offer-ten-hag-man-utd-assistant-uncomfortable/blt8cc3d829951cdb2b,Tom Mallows,af8a32c0-a2dc-4019-b6a6-48bc39153a56
Bayern Munich's Lewandowski equals yet another Gerd Muller record with 30 Bundesliga goals for fifth time,"Bayern Munich sharpshooter Robert Lewandowski has tied with Gerd Muller as the man with the most 30-goal Bundesliga season hauls in the league's history.  Lewandowski hit twice on Saturday to help his side take down Union Berlin in a comfortable 4-0 win.  Victory lengthens Bayern's lead at the top of the standings in Germany, while the Poland international's double also secured yet another record for the prolific striker.  The 33-year-old was on target with a penalty in injury time during the first half at the Allianz Arena and doubled his tally just after the break to put Bayern 4-0 ahead.  Earlier, Kingsley Coman and teenage defender Tanguy Nianzou were on target to put the hosts into a commanding position early on.  All eyes were on Lewandowski, though, as he took his season's tally to 31 in the Bundesliga and 45 overall, a number he has reached in just 37 matches.  Robert Lewandowski has scored 30 goals in the Bundesliga for the fifth time, equalling Gerd Muller’s record 👑All the other players in Bundesliga history have only reached the 30-goal mark five times COMBINED 🤯 pic.twitter.com/9qMF7IOqJo This is his fifth season in which the Pole has reached 30 in the league, a feat which only Bayern legend Muller has ever achieved before.  Lewandowski's latest goals come at a time of fevered speculation over the forward's future at Bayern, where he has starred since joining on a free transfer from Borussia Dortmund in 2014.  He has just one year remaining on his contract after the current season, and so far an extension offer is yet to materialise.  Just who is to blame for the stand-off, however, is a matter for some debate.  Ex-Bayern and Germany star Lothar Matthaus recently pointed the finger at his former employers, calling them ""disrespectful"" for keeping the player waiting.  Another old boy, Markus Babbel, on the other hand, believes Lewandowski is at fault and accused him of ""making a circus"" out of negotiations.",https://www.goal.com/en/news/bayern-munich-s-lewandowski-equals-yet-another-gerd-muller/blt0951b18e27dc6668,Daniel Edwards,0fa80066-a7dd-44d8-9329-4bfdf9ea7904
The ultimate Chelsea season preview: Tuchel's still at the wheel but can Sterling carry title challenge?,"Chelsea manager Thomas Tuchel declared himself ready, willing and able to drive some of his players to matches in a seven-seater – that's how grave the situation was as Stamford Bridge just a few months ago. No top European club had a more tumultuous 2021-22 campaign than the Blues. Not even Barcelona! The financial chaos caused by Roman Abramovich's removal as owner meant that there was a very real fear that the club might go under. Chelsea survived, of course, and despite the colossal off-field distraction, Tuchel still managed to secure a third-place finish, thus securing Champions League football for another season. Of course, for all of the problems created by Abramovich's enforced sale of the club because of his ties to the Kremlin, Tuchel remained in possession of a stellar squad. Indeed, just a couple of months before Stamford Bridge was thrown into turmoil by sanctions imposed upon Abramovich after Russia's invasion of Ukraine, Chelsea had followed up their UEFA Super Cup success at the start of the season by winning the Club World Cup for the first time in their history. The Blues could have easily added another couple of trophies, too, but they were beaten on penalties by Liverpool in both the final of the Carabao Cup and the FA Cup. Some key players have since departed but Chelsea's new owners, a consortium led by Todd Boehly and Clearlake Capital, have been extremely active in the transfer market this summer. Optimism, then, has returned to west London, particularly as it seems that more new players will arrive before the close of the transfer window...",https://www.goal.com/en/lists/chelsea-season-preview-tuchel-sterling-title-challenge/blt375415ef3f5ee8dd,Mark Doyle,fbeb1be9-f848-401c-a68b-69760d9bf493
PSG coach Galtier: I won't change our DNA despite risks,"Paris Saint-Germain manager Christophe Galtier has pledged to maintain the side's DNA despite associated defensive risks. Speaking after a 6-2 friendly win over Gamba Osaka on Monday, he said it was important to allow his immensely talented forward options to thrive with the support they need. Despite the victory in Japan, Galtier acknowledged PSG were ""very messy"" at times in the second half, which he will try to address without hindering the squad's scoring ability. The head coach is set for his debut season in charge of the club after the dismissal of Mauricio Pochettino. ""Even if the preparation was very short [this pre-season], even if there were long trips, the fact of playing these three matches here against ready teams and in front of a large audience forced us to raise our physical level,"" he told reporters.  ""We have one week left before the [Champions Trophy against Nantes], we will still work with a lot of rhythm and intensity, make sure to correct the things that need to be corrected, but also insist on being complementary of each other.  ""Even if we never want to concede goals or concede too many chances, the DNA of my players is to play, to take risks, to attack and to score the most goals, above all we must not try to change that."" On the defensive lapses in the second half on Monday, he added: ""Annoyed is not the term. Like the second goal conceded, we must be more structured and not be disorderly.  ""We were very messy, not in the right timing, we had trouble moving around. This will have to be corrected."" The club from the French capital will play for the Champions Trophy on Sunday against Nantes in a meeting of last year's Ligue 1 and Coupe de France winners. PSG then begin their Ligue 1 title defence on August 6 against Clermont Foot.",https://www.goal.com/en/news/psg-coach-galtier-i-won-t-change-our-dna-despite-risks/blt0a02b1a2cc1895e2,Dan Bernstein,5fc91272-92f0-4a5b-b583-5a31e443ea5c
"SheBelieves Cup 2022 rosters: USWNT, New Zealand, Iceland & Czech Republic squads in full","The U.S. women's national team and the SheBelieves Cup return in February, with the hosts welcoming the Czech Republic, Iceland and New Zealand for this year's tournament. The 2022 edition of the round-robin competition will see games played in California and Texas, with the winner to be the team sat top of the standings after each nation has played each other. It will be the first action of the year for all four sides - though the U.S. did have a training camp in January - and it begins on February 17. Vlatko Andonovski's first squad of the year certainly grabbed attention, with star names like Alex Morgan, Megan Rapinoe, Christen Press and Tobin Heath all missing. The head coach justified this in his press conference announcing the squad, explaining that he wants to give opportunities to some of the younger players coming through - such as Sophia Smith and Ashley Sanchez - for this SheBelieves Cup camp. Trinity Rodman was expected to be included after a standout season in the NWSL in 2021, but was only called up as a training player, with Andonovski emphasizing the desire to bring her into the team slowly. However, on February 7, defender Abby Dahlkemper pulled out due to a back injury and Rodman was brought into the playing squad properly. Goalkeepers: Aubrey Kingsbury, Casey Murphy, Alyssa Naeher. Defenders: Alana Cook, Tierna Davidson, Emily Fox, Sofia Huerta, Kelley O'Hara, Becky Sauerbrunn, Emily Sonnett. Midfielders: Morgan Gautrat, Lindsey Horan, Rose Lavelle, Catarina Macario, Kristie Mewis, Ashley Sanchez, Andi Sullivan. Forwards: Ashley Hatch, Mallory Pugh, Margaret Purce, Trinity Rodman, Sophia Smith, Lynn Williams. Player to watch: Sophia Smith One of the most exciting young forwards in the world right now, Smith settled well into her first full senior season with the Portland Thorns last season, scoring seven goals in 22 games. The U.S. will be heavy favourites for each of their games at the SheBelieves Cup, so will be expected to do plenty of attacking. Smith will be integral to that and could be one of the tournament's most dazzling players. Just five members of the Czech Republic squad that will travel to the United States do not play their club football in their home country. Goalkeeper Barbora Votikova plays for Paris Saint-Germain; Katerina Svitkova is in England with West Ham; Klara Cahynova represents Sevilla in Spain; and both Kamila Dubcova and Andrea Staskova play their football in Italy, with Sassuolo and Juventus respectively. Sparta Prague forward Lucie Martinkova is the most capped player in the team's history, having reached a century of appearances back in 2019. Goalkeepers: Olivie Lukasova, Alexandra Vanickova, Barbora Votikova. Defenders: Petra Bertholdova, Anna Dlaskova, Jitka Chlastakova, Lucie Jelinkova, Michaela Khyrova, Katerina Kotrcova, Simona Necidova, Gabriela Slajsova. Midfielders: Klara Cahynova, Franny Cerna, Kamila Dubcova, Tereza Krejcirikova, Aneta Pochmanova, Antoine Starova, Katerina Svitkova, Tereza Szewieczkova. Forwards: Klara Cvrckova, Lucie Martinkova, Miroslava Mrazova, Andrea Staskova. Player to watch: Andrea Staskova A rising star in the Czech Republic, Staskova was the top-scorer in Czech league in the 2018-19 season and Juventus didn't hesitate to sign her off the back of that. With the Italian giants, she has made a seriously good impression, boasting an excellent scoring record despite not being the team's first choice striker. At 21 years old, she is only going to get better, too. Iceland announced its roster for the tournament on February 4, with Thorsteinn Halldorsson's squad containing players from six different leagues. Eight of the 23-woman roster is based in Iceland, with the rest in England, Germany, Norway, Sweden and the United States. The most familiar names to fans in the U.S. will be Dagny Brynjarsdottir, the West Ham midfielder who spent three years in the NWSL with the Portland Thorns, and Gunnhildur Yrsa Jonsdottir, who currently plays for the Orlando Pride. Goalkeepers:Sandra Sigurdardottir, Cecilia Ran Runarsdottir, Telma Ivarsdottir. Defenders: Hallbera Gudny Gisladottir, Glodis Perla Viggosdottir, Sif Atladottir, Elisa Vidarsdottir, Ingibjorg Sigurdardottir, Gudrun Arnardottir, Asta Eir Arnadottir, Natasha Anasi. Midfielders: Dagny Brynjarsdottir, Gunnhildur Yrsa Jonsdottir, Agla María Albertsdottir, Alexandra Johannsdottir, Selma Sol Magnusdottir, Karolina Lea Vilhjalmsdottir, Karitas Tomasdottir, Amanda Andradottir, Ida Marin Hermannsdottir. Forwards: Berglind Bjorg Thorvaldsdottir, Svava Ros Gudmundsdottir, Sveindis Jane Jonsdottir. Player to watch: Glodis Perla Viggosdottir After five impressive years with 12-time Swedish champions FC Rosengard, Glodis Perla Viggosdottir joined Bayern Munich last summer and has settled well in central defense. The 26-year-old has top level experience that will be particularly important when Iceland face the USWNT and she is a goal-scoring threat at set pieces too, having netted three times in the league already this season. Jitka Klimkova, appointed head coach of the New Zealand women's national team in September 2021, announced her squad for the SheBelieves Cup on February 7. It includes Rebekah Stott, the popular and experienced defender who was diagnosed with stage 3 Hodgkin's Lymphoma early last year and has since undergone successful treatment. “She means so much to this team and we’re honoured to have her back,” Klimkova said. Goalkeeper Lily Alfeld is the only uncapped player on the roster, which includes 17 of the 22 players that went to Tokyo last summer for the Olympic Games. Goalkeepers: Lil Alfeld, Victoria Esson, Erin Nayler. Defenders: Elizabeth Anton, CJ Bott, Katie Bowen, Claudia Bunge, Abby Erceg, Meikayla Moore, Rebekah Stott, Ali Riley, Ashleigh Ward. Midfielders: Daisy Cleverley, Betsy Hassett, Ria Percival, Malia Steinmetz. Forwards: Olivia Chance, Ava Collins, Jacqui Hand, Gabi Rennie, Emma Rolston, Paige Satchell, Hannah Wilkinson. Player to watch: Abby Erceg Defensive solidity will be key to a successful tournament for New Zealand and at the heart of that will be Abby Erceg. With 144 caps to her name, the centre-back has tons of experience with her national team, while her club career has seen her recognized as one of the best defenders in the NWSL, winning individual accolades for her performances as well as being crowned a league champion on three occasions in the United States.",https://www.goal.com/en/news/shebelieves-cup-2022-rosters-uswnt-new-zealand-iceland-and-czech-/blt95757f7d6d964dda,Ameé Ruszkai,f8129bf1-3623-42c0-84ea-152ce6e19de4
Chelsea meet Sevilla's Kounde demands with fresh €65m transfer bid,"Chelsea have increased their bid for Sevilla centre-back Jules Kounde to the €65 million (£55m/$66m) asking price provided by the Spanish outfit, GOAL can confirm, with the Blues tabling a fresh transfer offer in their attempt to bring the Frenchman to Stamford Bridge. Thomas Tuchel's side have conducted a lengthy, on-off pursuit of the defender from La Liga over the past year, seeking to bring one of their long-term targets to the Premier League to shore up their defence. With Antonio Rudiger and Andreas Christensen's departures, the need to bolster their back-line ranks has become more imperative - but having seen their previous bids knocked back for failing to match the price requested, they have now stumped up a deal that meets his valuation. Having been turned down with a recent move for the defender, the Blues have returned with a package they hope will appease Sevilla, who have been reluctant to let one of their star performers depart the club this summer. Reports confirmed by GOAL Spain have alluded to the fresh proposition as an attractive offer - and Chelsea will hope that it provides enough to sway the club as they work on the player. Kounde is reportedly not only in discussions with the Premier League outfit but also with Barcelona over a potential move - though just how much financial clout the cash-strapped Blaugrana have after selling off key non-playing assets to land Robert Lewandowski and Raphinha remains to be seen. While the Blues have seen a fleet of outgoing faces following uncertainty surround the transition to the Todd Boehly era, the club now look to be moving forward with a belated transfer agenda. Though Romelu Lukaku has been loaned back to Inter, Raheem Sterling and Kalidou Koulibaly have both represented major statement signings for Chelsea, as Tuchel looks to revamp his squad for another silverware charge. Another forward seems a likely option too after missing out on Barca new boy Raphinha. Chelsea had reportedly agreed a deal with Leeds United for the Brazilian, only for the latter to rebuff personal terms as he held out for Barca to stump up the cash for a deal with the Elland Road club.",https://www.goal.com/en/news/chelsea-meet-sevilla-kounde-demands-fresh-65m-transfer-bid/blte5410557b88e3149,Goal Spain,45511ec3-971d-40ff-9521-07fb13a1ffdc
"Outplayed, Tierney & Partey injured - What next for Arsenal after Crystal Palace disaster?","If this was the start of the final sprint in the race for the top four, then Arsenal have just stumbled dramatically out of the blocks. Things had been going swimmingly for Mikel Arteta’s side in the Premier League in 2022, with the Gunners winning six of their last seven games ahead of Monday night’s trip to Crystal Palace. But with the pressure on following Tottenham’s 5-1 drubbing of Newcastle 24 hours earlier, Arsenal produced their worst performance in months as they crashed to a shambolic 3-0 defeat Selhurst Park. It’s a defeat that keeps them fifth, below Spurs on goal difference, although they do still have one game in hand on their north London rivals. But perhaps more worryingly, it’s a defeat that raises big questions about whether Arteta’s side have what it takes to stay the pace during the final weeks of the season. They were without Kieran Tierney due to a knee injury and there are fears the Scotland left-back could be out for the remainder of the season with the problem, which was picked up on international duty. Tierney, who will have a scan on Tuesday to determine the full extent of the issue, was replaced by Nuno Tavares on the left hand side of the back four and the 22-year-old endured a torrid time. The summer signing from Benfica was beaten at the back post by Joachim Andersen in the build up to Jean-Philippe Mateta’s opening goal for Crystal Palace and was then caught flat-footed by Jordan Ayew, who doubled the home side’s lead on 24 minutes after an error by Gabriel Magalhaes. Tavares was replaced at half-time by Arteta, with Gabriel Martinelli coming on. It was the second successive time that the Portuguese full-back had failed to even make it back out for the second half when handed a start by Arteta. And with Tierney potentially out for the remainder of the campaign, that is a major problem with nine games still remaining. Arsenal ended last season with Granit Xhaka as a makeshift left-back and it cost them dearly in the big moments, most notably in the latter stages of the Europa League. It could be that history now repeats itself with the Champions League once again on the line. And to make matters even worse for the visitors, they lost Thomas Partey to what appeared to be a thigh injury midway through the second half. The Ghana international signalled that he needed to come off, but the hosts broke through Wilfried Zaha before the ball could be kicked out of play and were awarded a penalty when Martin Odegaard tripped the Palace winger. Zaha, so often the scourge of Arsenal in recent years, made no mistake from the spot to pile even misery on Arteta’s shell-shocked side. Partey limped off before the penalty was taken. It could be a while before we see the midfielder in action again. His form alongside Granit Xhaka in midfield has been a big part of Arsenal’s recent form so a prolonged spell on the sidelines will be another major worry for Arteta. There was at least some improvement from Arsenal after the interval and they did have some chances, with Emile Smith Rowe and Martin Odegaard both wasting glorious opportunities and Eddie Nketiah hitting the woodwork. But the visitors were still well beaten. Outplayed and outfought all over the pitch. Arteta now has to try and raise his players ahead of Saturday’s game against Brighton. This is of course just their third league defeat since December and they do still have Champions League qualification in their own hands. But with Tottenham looking increasingly impressive under Antonio Conte and with Tierney and Partey potentially facing long-term spells in the treatment room, Arteta’s small squad is going to be tested to its limits in the coming weeks. The way they respond to this truly disastrous night in south London will go a long way to deciding how their season pans out.",https://www.goal.com/en/news/outplayed-tierney-partey-injured-what-next-for-arsenal-after/blt10cb75425717b64f,Charles Watts,58caafeb-e072-4f48-b25d-e2502f8cbe7e
Championship weekend betting tips,"Bournemouth are undefeated in 11 home games in all competitions this season, with each of those games producing at least three goals. Odds of 13/8 (2.63) seem generous on them coming out on top and over 2.5 goals going in once again when they face a Blackburn team that have won only three of 15 away league games but scored in eight out of 10 this season. Hull have turned their form around in impressive fashion recently, taking 13 points from the last available 15 in the league. They will surely back themselves at 21/20 (2.05) to overcome a Bristol City side that have lost five out of their last six fixtures on the road. Preston have lost just one of their last nine league games on home soil, while Barnsley have gone 11 away fixtures without a victory - losing six of their most recent eight. The Lilywhites therefore look a strong 5/6 (1.83) bet to come out on top for the fourth time in five meetings between the teams. Luton have lost four of their last seven matches in the league, while Fulham have won three and lost none of their previous four away games - scoring 14 goals and conceding only one. The Cottagers therefore look well worth backing at 17/20 (1.85) to claim maximum points in a fixture that has seen a home defeat in each of the two most recent matches. All odds correct at time of writing. Please gamble responsibly.",https://www.goal.com/en/news/championship-weekend-betting-tips/bltd4fb105ace03c5ce,By Al Hain-Cole,8c447afe-a368-4f1f-a8d6-fdf1ebb7d9d3
